Title,Subject,Author
Big cats,"Cat family (Mammals),Juvenile literature,Felidae,Animals,Animals, juvenile literature,Picture books","[{'key': '/authors/OL902843A', 'name': 'Steve Bloom'}]"
The Berenstain Bears' old-fashioned Christmas,"JUVENILE FICTION / Holidays & Celebrations / Christmas & Advent,JUVENILE FICTION / Animals / Bears,Bears,Fiction,JUVENILE FICTION / Classics,Christmas,Picture books,Juvenile fiction,Picture books for children,Christmas stories,Children's fiction,Bears, fiction,Christmas, fiction,Berenstain bears (fictitious characters), fiction,Brothers and sisters, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL244866A', 'name': 'Jan Berenstain'}]"
Always by my side,"Stories in rhyme,Fathers,Fiction,Loss (Psychology),Picture books,Picture books for children,Juvenile fiction,Children's fiction,Father and child, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL7143405A', 'name': 'Susan Kerner'}]"
Emily and Carlo,"Juvenile fiction,American Poets,Fiction,History,Dogs,Picture books,Picture books for children,Children's fiction,Poets, fiction,Dogs, fiction,Massachusetts, history, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL449094A', 'name': 'Marty Rhodes Figley'}]"
"Morgan McKinney was portly, not skinny","Fantasy,Picture books,Christmas stories","[{'key': '/authors/OL551058A', 'name': 'Doug MacGregor'}]"
Wanda's Freckles,"Children's fiction,Picture books","[{'key': '/authors/OL2892202A', 'name': 'Barbara Azore'}, {'key': '/authors/OL2895526A', 'name': 'Georgia Graham'}]"
True Story,"Children's fiction,Cats, fiction,Picture books,Humorous stories,Cats,Juvenile fiction,Blame,Juvenile humor,Picture books for children,Chats,Romans, nouvelles, etc. pour la jeunesse,Blâme,Humour pour la jeunesse,Livres d'images pour enfants,Accessible book,Protected DAISY","[{'key': '/authors/OL1469302A', 'name': 'Marty Chan'}, {'key': '/authors/OL8152809A', 'name': 'Lorna Bennett'}]"
Chaos-Kinder,"Juvenile literature,Children,Pictorial works,Picture books","[{'key': '/authors/OL1077544A', 'name': 'Charlotte Ruffault'}]"
Chaos-Kinder,"Juvenile literature,Children,Pictorial works,Picture books","[{'key': '/authors/OL1077544A', 'name': 'Charlotte Ruffault'}]"
Poggle and the treasure,"Juvenile fiction,Dragons,Buried treasure,Fiction,Children's fiction,Dragons, fiction,Short stories,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL883294A', 'name': 'Evans, Michael'}]"
"My dad is big and strong, but...","JUVENILE FICTION / Family / General (see also headings under Social Issues),Bedtime,Fiction,Picture books,Juvenile fiction,Picture books for children,Fathers and sons,Children's fiction,Bedtime, fiction,Fathers, fiction","[{'key': '/authors/OL7086210A', 'name': 'Coralie Saudo'}]"
Dave's First Christmas,"Juvenile fiction,Dogs,Christmas,Picture books,juvenile literature,Christian,Children's fiction,Dogs, fiction,Domestic animals, fiction,Christmas, fiction,Jesus christ, fiction","[{'key': '/authors/OL7089169A', 'name': 'Linda Konecny'}]"
Fairy tea party,"Colors,Picture books,Parties,Juvenile fiction,Fairies,Board books","[{'key': '/authors/OL2844091A', 'name': 'Jamie Michalak'}]"
Walk In The Wild Woods,"Children's fiction,Foxes, fiction,Fear, fiction,Picture books","[{'key': '/authors/OL1479441A', 'name': 'Elisabeth Jones'}, {'key': '/authors/OL3149172A', 'name': 'Jim Coplestone'}, {'key': '/authors/OL3533602A', 'name': 'Lis Jones'}]"
Who Will Save My Planet,"Environmental degradation,Ouvrages pour la jeunesse,Nature,Ouvrages illustres,Environmental responsibility,Effect of human beings on,Protection,Environmental protection,Environnement,Human influence on nature,Juvenile literature,Responsabilite environnementale,Pictorial works,Environmental protection, juvenile literature,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL737145A', 'name': 'Urrutia, Ma. Cristina'}]"
Whoo Goes There?,"Picture books,Juvenile fiction,Fiction,Owls,Nocturnal animals,Adventure fiction,Juvenile literature,Wildlife painting,Children's fiction,Adventure and adventurers, fiction,Animals","[{'key': '/authors/OL409477A', 'name': 'Jennifer A. Ericsson'}]"
Real-life monsters,"Dinosaurs,Reptiles,Picture books,Juvenile literature,Monsters,Amphibians,Fiction,Accessible book,Protected DAISY",
Sir Charlie Stinky Socks And The Tale Of The Wizards Whisper,"Children's fiction,Picture books,Adventure and adventurers, fiction","[{'key': '/authors/OL2790659A', 'name': 'Kristina Stephenson'}]"
The Most Special Flower Girl All The Best Things About Being In A Wedding,"Children's fiction,Marriage, fiction,Picture books,Girls, fiction","[{'key': '/authors/OL788520A', 'name': 'Linda Hill Griffith'}]"
The Trouble With Tractors,"Children's fiction,Tractors, fiction,Picture books","[{'key': '/authors/OL32297A', 'name': 'Nicola Baxter'}]"
The Tomtes Of Hilltop Wood,"Children's fiction,Forests and forestry, fiction,Picture books","[{'key': '/authors/OL7335299A', 'name': 'Brenda Tyler'}]"
The Dinosaur That Pooped Christmas,"Children's fiction,Stories in rhyme,Picture books","[{'key': '/authors/OL6967259A', 'name': 'Tom Fletcher'}]"
My First Chinese WordBook With CDROM and MP3,"Chinese language,Chinese language, juvenile literature,Picture books","[{'key': '/authors/OL3646328A', 'name': 'Foreign Languages Press'}]"
Wilburs Book Of Things That Go,"Juvenile literature,Board books,Vocabulary,Vocabulary, juvenile literature,Transportation,Transportation, juvenile literature,Toy and movable books,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL2631942A', 'name': 'Valerie Thomas'}]"
Elmo Loves You A Poem By Elmo,"Children's fiction,Elmo (fictitious character : henson), fiction,Stories in rhyme,Picture books,Love,Juvenile fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL2675750A', 'name': 'Sarah Albee'}]"
Oscar And The Bird A Book About Electricity,"Children's fiction,Cats, fiction,Birds, fiction,Animals, infancy, fiction,Electricity, fiction,Picture books","[{'key': '/authors/OL3148540A', 'name': 'Geoff Waring'}]"
Beware the Lizard,"Spider-Man (Fictitious character),Picture books,Adventure and adventurers,Juvenile fiction,Superheroes,Fiction,Children's fiction,Cartoons and comics,Spider-man (fictitious character), fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL6820011A', 'name': 'Andrea Wong'}]"
The Lost Treasure Of The Jungle Temple,"Children's fiction,Toy and movable books,Picture books,Buried treasure, fiction,Forests and forestry, fiction","[{'key': '/authors/OL3501330A', 'name': 'Dereen Taylor'}]"
The Dinosaur That Pooped a Planet,"Children's fiction,Picture books,Dinosaurs,Space,Children's picture books,Stories in rhyme,Accessible book,Protected DAISY","[{'key': '/authors/OL6967259A', 'name': 'Tom Fletcher'}]"
The Big Woods Orchestra,"Forest birds,Birdsongs,Communication,Juvenile fiction,Birds,Fiction,Animal sounds,Animals,Forests and forestry,Picture books for children,Orchestra,Children's fiction,Birds, fiction,Sound, fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL1049768A', 'name': 'Guido van Genechten'}]"
"Fall Leaves
            
                Day to Day Board Books","Autumn,Leaves,Juvenile fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL3099564A', 'name': 'Liesbet Slegers'}]"
The Fairytale Hairdresser Abie Longstaff,"Children's fiction,Fairies, fiction,Picture books,Hairdressing,Pictorial works,Juvenile fiction,Fairies,Accessible book,Protected DAISY","[{'key': '/authors/OL7349961A', 'name': 'Abie Longstaff'}]"
"My Secret Scrapbook Diary  Puss in Boots
            
                Fairy Tale Diaries","Children's fiction,Fairy tales,Picture books","[{'key': '/authors/OL330743A', 'name': 'Kees Moerbeek'}]"
Animals Around The World,"Juvenile fiction,Animals,Picture books,TV tie-ins (Fiction),Fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL2980502A', 'name': 'Irene Kilpatrick'}]"
Its Not Fairy,"Juvenile fiction,Fairies,Children's fiction,Stories in rhyme,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL230294A', 'name': 'Ros Asquith'}]"
Whos Playing On The Farm,"Children's fiction,Picture books,Animals, fiction,Magic, fiction,Baths, fiction","[{'key': '/authors/OL7299159A', 'name': 'Kate Smith Designs'}]"
Little Red Riding Hood,"Little Red Riding Hood (Tale),Juvenile fiction,Pictorial works,Children's fiction,Fairy tales,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL1394269A', 'name': 'Mandy Ross'}]"
Flip Flap Mr Croc,"Children's fiction,Crocodiles, fiction,Clothing and dress, fiction,Picture books","[{'key': '/authors/OL234053A', 'name': 'Jo Lodge'}]"
Benjamin And The Super Spectacles,"Juvenile fiction,Eyeglasses,Rabbits,Fiction,Children's fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL7296063A', 'name': 'Rachel Bright'}]"
The Tomtes Of Hilltop Stream,"Children's fiction,Picture books","[{'key': '/authors/OL7322795A', 'name': 'Brenda Tyler'}]"
Potsans Tabletop Tales,"Spoons,Teapots,Sugar bowls,Juvenile fiction,Tea making paraphernalia,Teacups,Fiction,Children's fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL4429611A', 'name': 'Satoshi Kitamura'}]"
Naughty Toes,"Ballet,Dancing,Dance,Juvenile fiction,Girls,Individuality,Fiction,Sisters,Children's fiction,Dance, fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL7315630A', 'name': 'Teresa Murfin'}]"
The Trouble With Tippers,"Children's fiction,Bulldozers, fiction,Picture books","[{'key': '/authors/OL7308208A', 'name': 'Geoff Ball'}]"
My First Book Of Learning Pictures Change For Learning Fun,"Knowledge, theory of,Toy and movable books,Picture books,Philosophy, juvenile literature","[{'key': '/authors/OL32297A', 'name': 'Nicola Baxter'}]"
Chris P Bacon My Life So Far,"Children's fiction,Picture books,Perseverance,Pigs,Juvenile literature,Swine as pets,Animals with disabilities,Pigs as pets,Fiction,Juvenile fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL2944558A', 'name': 'Kristina Tracy'}]"
Little Polar Bear And The Whales,"Polar bears,Translations into English,Picture books,Greenhouse effect,Whales,Fiction,Lars (Fictitious character : Beer),Klimaa nderung,Wale,Walfang,Juvenile fiction,Eisba r,German fiction,Bears,Polar bear,Children's stories, German,Bilderbuch,Pictorial works,Accessible book,Protected DAISY","[{'key': '/authors/OL21487A', 'name': 'Hans De Beer'}]"
Little Golden Book Farm Favorites,"Children's fiction,Domestic animals, fiction,Short stories,Picture books,Farm life,Animals,Farmers,Juvenile fiction,Domestic animals,Farms,Cats,Fiction,American Short stories,Accessible book,Protected DAISY","[{'key': '/authors/OL247215A', 'name': 'Annie North Bedford'}]"
Moo,"picture books,counting,juvenile literature,animals,Children's fiction,Stories in rhyme,Counting books","[{'key': '/authors/OL7238388A', 'name': 'Jonathan Litton'}]"
Swamp Lullaby,"juvenile literature,picture books","[{'key': '/authors/OL218328A', 'name': 'Carolyn Walz Kramlich'}]"
Builder,"Children's fiction,Fantasy fiction,Imagination, fiction,Picture books","[{'key': '/authors/OL7325892A', 'name': 'C. Mesturini'}]"
The Littlest Monkey,"Macaques,Juvenile literature,Ouvrages pour la jeunesse,Monkeys, juvenile literature,Monkeys,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL6969439A', 'name': 'Sarah E. Turner'}]"
Pets,"Children's fiction,Picture books,Pets, fiction","[{'key': '/authors/OL2790710A', 'name': 'Amanda Gulliver'}]"
Little Evie In The Wild Wood,"Children's fiction,Picture books","[{'key': '/authors/OL589379A', 'name': 'Jackie Morris'}]"
Good Night Little Dragons,"Children's fiction,Bedtime, fiction,Dragons, fiction,Picture books,Short stories,Juvenile fiction,Dragons,Bedtime,Fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL2783088A', 'name': 'Leigh Ann Tyson'}]"
Lenny Goes To Nursery School,"Social issues,Children's stories,Pictorial works,First day of school,Children's fiction,Schools, fiction,Picture books","[{'key': '/authors/OL7326427A', 'name': 'Ken Wilson-Max'}]"
Who Does What,"Professions,Occupations, juvenile literature,Picture books,Toy and movable books","[{'key': '/authors/OL713725A', 'name': 'Jane Wolfe'}]"
Matisse King Of Colour,"Picture books,Children's fiction","[{'key': '/authors/OL26890A', 'name': 'Laurence Anholt'}]"
Who's my friend?,"On board pages,Picture books,Pets,Friendship,Juvenile literature,Board books,Fiction","[{'key': '/authors/OL6831878A', 'name': 'Covent Garden Books'}]"
Look at the kittens!,"Juvenile fiction,Cats,Picture books,Fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL1128290A', 'name': 'Emma Bruns'}]"
Sharks,"Sharks,Picture books,Juvenile fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL2790768A', 'name': 'Catriona Clarke'}]"
Little Mice Go to School,"Children's fiction,Mice, fiction,Picture books,Mice,Juvenile fiction,Mother and child,First day of school,Snakes,Fiction,Toy and movable books,Accessible book,Protected DAISY","[{'key': '/authors/OL4844937A', 'name': 'Kazuo Iwamura'}]"
Night school,"Monsters,Sleep,Juvenile fiction,Dreams,Children's fiction,Night, fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL1529496A', 'name': 'Loris Lesynski'}]"
Where's oddball?,"Picture books,Dalmatians,Juvenile fiction,Fiction,Dogs,Accessible book,Protected DAISY","[{'key': '/authors/OL6627936A', 'name': 'Mary Hogan'}]"
Busy days in Deerfield Valley,"Excavating machinery,Juvenile fiction,Agricultural machinery,Pictorial works,Specimens,Board books,Lift-the-flap books,Machinery, juvenile literature,Excavation,Picture books","[{'key': '/authors/OL445146A', 'name': 'Devra Newberger Speregen'}]"
Blue-ribbon dad,"Stories in rhyme,Fathers,Juvenile fiction,Squirrels,Fathers and sons,Father-son relationship,Fiction,Children's fiction,Fathers and sons, fiction,Picture books","[{'key': '/authors/OL1389777A', 'name': 'Beth Raisner Glass'}]"
How do I feel?,"Glossaries, vocabularies,Juvenile literature,Spanish language,English language,Emotions, juvenile literature,Emotions,Toy and movable books,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL3240876A', 'name': 'Pamela Cote'}]"
"Big, small, or just right!","Size,Reading,Picture books,Reading (Elementary),English,Readers (Primary),Fiction","[{'key': '/authors/OL3522918A', 'name': 'Willa Reid'}]"
Todd and the talking piñata talk hope,"Picture books,Fiction,Juvenile fiction,Hope,Accessible book,Protected DAISY","[{'key': '/authors/OL6170761A', 'name': 'R. H. Fuller'}]"
No dragons for tea,"Safety measures,Juvenile fiction,Dragons,Fire prevention,Stories in rhyme,Fires,Safety,Fiction,Juvenile literature,Fire, juvenile literature,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL3014874A', 'name': 'Jean Pendziwol'}]"
10 cats,"Picture books,Reading (Elementary),Readers (Primary),Fiction,Cats,Accessible book,Protected DAISY","[{'key': '/authors/OL6971504A', 'name': 'Christine Oh'}]"
Ernest the fierce mouse,"Mice,Picture books,Fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL3346552A', 'name': 'Amy Rowe'}]"
An egg is an egg,"Stories in rhyme,Juvenile fiction,Picture books,Change,Fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL27023A', 'name': 'Nicki Weiss'}]"
"Good Night, Baby Donald","Fiction,Juvenile fiction,Counting books,Picture books,Counting,Accessible book,Protected DAISY",
Really riding!,"Horses,Picture books,Ponies,Horsemanship,Juvenile fiction,Fiction,Children's fiction,Ponies, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL41455A', 'name': 'Cathy Hapka'}]"
Adoption is for always,"Juvenile fiction,Adoption,Fiction,Picture books,Picture books for children,Adoption, juvenile literature,Accessible book,Protected DAISY","[{'key': '/authors/OL1388113A', 'name': 'Linda Walvoord'}]"
Mario makes a move,"Dance,Squirrels,Fiction,Picture books,Juvenile fiction,Picture books for children,Accessible book,Protected DAISY","[{'key': '/authors/OL25564A', 'name': 'Jill McElmurry'}]"
Pig Pig and the lion,"Lion,Pigs,Swine,Juvenile fiction,Friendship,Fiction,English language,Prepositions,Parts of speech,Lions,Children's fiction,Pigs, fiction,Lion, fiction,Friendship, fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL223207A', 'name': 'David M. McPhail'}]"
Let's play outside!,"Play,Picture books,Pets,Seasons,Juvenile fiction,Board books,Stories in rhyme,Fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL840980A', 'name': 'Laura Brown'}]"
Rainbow Rhino,"Juvenile fiction,Fiction,Picture books,Rhinoceroses,Birds,Accessible book,Protected DAISY","[{'key': '/authors/OL26881A', 'name': 'Peter Sís'}]"
Little look 'n go bus,"Juvenile fiction,Picture books,Buses,Accessible book,Protected DAISY","[{'key': '/authors/OL201281A', 'name': 'Ron Van der Meer'}]"
"Oh no, Little Dragon!","Fiction,Mother and child,Dragons,Children's stories,Juvenile fiction,Pictorial works,Picture books,Picture books for children,Children's fiction,Dragons, fiction,Mother and child, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL3372014A', 'name': 'Jim Averbeck'}]"
"Hatch, little egg","Impersonation,Eggs,Humorous stories,Animals,Juvenile fiction,Birds,Fiction,Infancy,Incubation,Pigs,Swine,Children's fiction,Birds, fiction,Eggs, fiction,Picture books,Pigs, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL7421567A', 'name': 'Edouard Manceau'}]"
Black & white nighty-night,"Fiction,Stories in rhyme,Picture books,Juvenile fiction,Bedtime,Board books,Domestic animals,Children's fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL1482545A', 'name': 'Sarah Jones'}]"
Tilo O Kae? / Where's Spot?,"Fiction,Picture books","[{'key': '/authors/OL33835A', 'name': 'Eric Hill'}, {'key': '/authors/OL2734759A', 'name': 'M.S. Serudu'}]"
Koala Bare,"juvenile fiction,picture book,picture books,children's stories,children's story,koala,bears,koala bears,Australia,Australian animals","[{'key': '/authors/OL588072A', 'name': 'Jackie French'}]"
Adventures of Rainbow Fish,"Picture books,Rainbow Fish (Fictitious character),Juvenile fiction,Marine fishes,Short stories,Fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL33669A', 'name': 'Marcus Pfister'}]"
Cowboy Pirate,"Juvenile fiction,Pirates,Fiction,Children's fiction,Picture books,Cowboys, fiction,Pirates, fiction,Child and youth fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL216493A', 'name': 'Bruce Whatley'}]"
Glamorous garbage,"JUVENILE FICTION / Social Themes / Friendship,Humorous stories,JUVENILE FICTION / Social Themes / Values & Virtues,Picture books,Cleanliness,Cousins,Juvenile fiction,Recycling (Waste),Recycling (Waste, etc.),Fiction,JUVENILE FICTION / Recycling & Green Living,House cleaning,Specimens,Juvenile literature,Refuse and refuse disposal,Refuse and refuse disposal, juvenile literature,Accessible book,Protected DAISY","[{'key': '/authors/OL2953197A', 'name': 'Barbara Johansen Newman'}]"
Bug 'em,"Insects,Juvenile fiction,Animal stories,Cooperation,Picture books,Ants,Fiction,Spiders,Rescue work,Radio and television novels,Accessible book,Protected DAISY","[{'key': '/authors/OL1508443A', 'name': 'David Kirk'}]"
The Adventures of the Earth Saver Girl,"Conduct of life,Families,Picture books,Juvenile fiction,Recycling (Waste, etc.),Fiction,Litter (Trash),Friendship,Pictorial works,Accessible book,Protected DAISY","[{'key': '/authors/OL3393689A', 'name': 'Brooklyn'}]"
Little Wing,"Fiction,Juvenile fiction,Picture books,picture book,birds,learning,island,islands","[{'key': '/authors/OL6966268A', 'name': 'Katherine Battersby'}]"
The Sheep who hatched an egg,"children's picture books,picture books,picture book,juvenile fiction,sheep,being different,Children's fiction,Picture books,Sheep, fiction","[{'key': '/authors/OL7246910A', 'name': 'Gemma Merino'}]"
Today I'm going to wear--,"Humorous fiction,Fiction,Clothing and dress,Board books,Toddlers,Children's fiction,Picture books,Toy and movable books,Accessible book,Protected DAISY","[{'key': '/authors/OL7419849A', 'name': 'Dan Stiles'}]"
Amos,"Fiction,Dogs,Furniture,Picture books,Picture books for children,Accessible book,Protected DAISY","[{'key': '/authors/OL884014A', 'name': 'Susan Seligson'}]"
Let's have a parade,"Rain and rainfall,Families,Picture books,Juvenile fiction,Family life,Fiction,Imagination,Picture books for children,Parades,Children's fiction,Parades, fiction,Family life, fiction,Imagination, fiction,Rain and rainfall, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL22931A', 'name': 'Erica Silverman'}]"
Annoying Orange,"Fiction,Humorous stories,Graphic novels,Criminal investigation,Oranges,Comic books, strips,Supermarkets,Humorous graphic novels,Fruit,Pictorial American wit and humor,Cartoons and comics,Mystery and detective stories,Spies,Children's fiction,Food, fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL7417067A', 'name': 'Scott Shaw'}]"
Curious George goes to the dentist,"Dental care,Juvenile fiction,Dentists,Monkeys,Fiction,Blind,Books and reading,Curious George (Fictitious character),Picture books,Curious george (fictitious character), fiction,Monkeys, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL37887A', 'name': 'Margret Rey'}, {'key': '/authors/OL2687368A', 'name': 'Alan J. Shalleck'}]"
BEAR PICKS A PUMPKIN,"Children's fiction,Toy and movable books,Picture books,Bears, fiction,Pumpkin, fiction","[{'key': '/authors/OL2924471A', 'name': 'Gill Guile'}]"
Big or little?,"Maturation (Psychology),Livres d'images pour enfants,Perception de la taille,Juvenile fiction,Maturation (Psychologie),Growth,Size perception,Romans, nouvelles, etc. pour la jeunesse,Fiction,Picture books for children,Size,Children's fiction,Size and shape, fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL79432A', 'name': 'Kathy Stinson'}]"
Dinosaurs love cheese,"Juvenile fiction,Diaries,Fiction,picture book,picture books,children's fiction,children's stories,dinosaurs,humor,humorour,humour,Child and youth fiction","[{'key': '/authors/OL588072A', 'name': 'Jackie French'}]"
Nat naps!,"Readers (Elementary),Children's stories, English,Children's fiction,Picture books,Readers,Accessible book,Protected DAISY","[{'key': '/authors/OL8031620A', 'name': 'Ladybird Books Staff'}]"
A leaf can be--,"Stories in rhyme,Leaves,Fiction,Picture books,Picture books for children,Juvenile fiction,Children's fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL1428966A', 'name': 'Laura Purdie Salas'}]"
Whatever Next? A Story Set in Trinidad,Picture books,"[{'key': '/authors/OL2732739A', 'name': 'Ruth Thomson'}, {'key': '/authors/OL850434A', 'name': 'Neil Thomson'}]"
L'étoile de Grand 'Pa,"Bears,Picture books,Juvenile literature","[{'key': '/authors/OL1180117A', 'name': 'Jean-Marie Robillard'}]"
Bow-wow wiggle waggle,"Stories in rhyme,Dogs,Fiction,Juvenile fiction,Picture books,Picture books for children,Children's fiction,Dogs, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL1390876A', 'name': 'Mary Newell DePalma'}]"
Think big,"Creative ability,Arts,Stories in rhyme,Fiction,JUVENILE FICTION / Imagination & Play,Juvenile fiction,JUVENILE FICTION / Art & Architecture,Picture books,Picture books for children,Children's fiction,Art, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL1604392A', 'name': 'Elizabeth Garton Scanlon'}]"
DJ's notebook,"Picture books,Paranormal fiction,Juvenile fiction,Halloween,Children: Grades 1-2,Accessible book,Protected DAISY","[{'key': '/authors/OL1401176A', 'name': 'Mason, Tom'}]"
The Secret to Igor's Success (Igor),"Picture books,Humorous fiction,Inventors,Upside-down books,Monsters,Fiction,Specimens,Humorous stories,Accessible book,Protected DAISY","[{'key': '/authors/OL190380A', 'name': 'Alison Inches'}]"
Mrs. Peregrine at the fair,Picture books,"[{'key': '/authors/OL191500A', 'name': 'Esther Burns Wilkin'}]"
Sky magic,"Picture books,Juvenile poetry,Poetry,Stars,Astronomy,Children's poetry, American,Children's poetry,Stars, poetry,Accessible book,Protected DAISY","[{'key': '/authors/OL6920678A', 'name': 'Lee Bennett Hopkins'}]"
My Way 7,"jidi,comic,picture books,chinese,my way,v,Yale Zu,寂地,我的路","[{'key': '/authors/OL6621091A', 'name': 'Jidi'}]"
Geography from A to Z,"Geography,Dictionaries,Picture books,Juvenile Dictionaries,Geography, dictionaries,Geography, juvenile literature,Accessible book,Protected DAISY","[{'key': '/authors/OL656145A', 'name': 'Jack Knowlton'}]"
The sky was blue,"Family photos,Family,Photographs,Families,Juvenile fiction,Family life,Fiction,Mothers and daughters,Photography,Generations,Children's fiction,Picture books,Family, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL24756A', 'name': 'Charlotte Zolotow'}]"
I don't want a cool cat!,"Fiction,Stories in rhyme,Juvenile fiction,Cats,Children's fiction,Cats, fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL1517845A', 'name': 'Emma Dodd'}]"
Pancake Dreams,"Fiction,Picture books,Juvenile Fiction,Children: Preschool,Children's 4-8 - Picturebooks,Pancakes, waffles, etc,General,Juvenile Fiction / People & Places / Other,People & Places - General,Pancakes, waffles,Accessible book,Protected DAISY","[{'key': '/authors/OL3202815A', 'name': 'Imgmarie Ahvander'}, {'key': '/authors/OL3202816A', 'name': 'Ingmarie Ahvander'}, {'key': '/authors/OL3202817A', 'name': 'Elisabeth Kallick Dyssegaard'}]"
George catches a cold,"Children's fiction,Pigs, fiction,Picture books","[{'key': '/authors/OL8153419A', 'name': 'Eone'}]"
Ocean friends,"Stories in rhyme,Marine animals,Picture books,Toy and movable books,Specimens,Fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL2630553A', 'name': 'Jodie Shepherd'}]"
Enormouse!,"Juvenile works,Animals,Juvenile fiction,Circus,Fiction,Cats,Determination (Personality trait),Children's stories,Size perception,Picture books for children,Pictorial works,Children's fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL6859742A', 'name': 'Rebecca Gerlings'}]"
Little Red Riding Hood,"Board books,Children's fiction,Fairy tales,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL7295829A', 'name': 'Jessica Stockham'}]"
Sam the snowman,"Generosity,Picture books,Juvenile fiction,Snowmen,Snow,Fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL775925A', 'name': 'Susan Winget'}]"
If you lived here you'd be home by now,"Picture books,Nature,Juvenile fiction,Parks,Fiction,Boys,Adventure fiction,Nature stories,Stories without words,Accessible book,Protected DAISY","[{'key': '/authors/OL1391026A', 'name': 'Ed Briant'}]"
Whump,"Beds,Juvenile fiction,Sleep,Picture books,Fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL1147398A', 'name': 'Gail Chislett'}]"
The hidden door,"Picture books,Readers (Primary),Accessible book,Protected DAISY","[{'key': '/authors/OL768502A', 'name': 'Siegfried Engelmann'}]"
If I Could Paint the World,"picture book,picture books,juvenile fiction,children's book,children's books,colour,color,painting,art","[{'key': '/authors/OL7115226A', 'name': 'Sarah Massini'}]"
Otis's busy day,"Tractors,Juvenile fiction,Farm life,Friendship,Fiction,Children's fiction,Picture books,Tractors, fiction,Friendship, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL2821263A', 'name': 'Loren Long'}]"
The Oatmeal Cookie Giant,"Picture books,Picture books for children","[{'key': '/authors/OL19478A', 'name': 'Valiska Gregory'}]"
Big Dog and Little Dog wearing sweaters,"Dogs,Juvenile fiction,Picture books,Bedtime,Fiction,Children's fiction,Dogs, fiction,Toy and movable books,Accessible book,Protected DAISY","[{'key': '/authors/OL24815A', 'name': 'Dav Pilkey'}]"
The Browns take the day off,"Humorous fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL382182A', 'name': 'Schwartz, Alvin'}]"
What in the world?,"Juvenile poetry,Animals,Poetry,American poetry,Children's poetry, American,Picture books for children,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL22766A', 'name': 'Eve Merriam'}]"
"Avast, ye dog thief!","Pirates,Picture books,Dogs,Fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL1431439A', 'name': 'Nadia Higgins'}]"
Five little chickens,"Language experience approach,Picture books,Readers (Primary),Reading (Elementary),Accessible book,Protected DAISY","[{'key': '/authors/OL3450002A', 'name': 'Wendy Hodder'}]"
